#Note: Ir93a has been added manually (via blat) to this annotation (haven't actually checked for frameshifts or ptcs there, just assumed zero)
#gene	isoform	chr	start	end	strand	numCodons	numFrameshifts	numPremStop
FBgn0015831	FBtr0081548	3R	3273289	3273760	-	154	1	0
FBgn0003885	FBtr0081538	3R	3274707	3277133	+	450	0	0
FBgn0261393	FBtr0081547	3R	3278659	3281001	-	542	0	0
FBgn0015572	FBtr0081546	3R	3281192	3283081	-	541	0	0
FBgn0015571	FBtr0300496	3R	3283424	3285941	-	543	0	0
FBgn0015570	FBtr0081540	3R	3287752	3290130	+	566	0	0
FBgn0015568	FBtr0081544	3R	3290644	3294084	-	565	0	0
FBgn0051146	FBtr0081541	3R	3399069	3436144	+	1354	0	0
FBgn0037512	FBtr0081738	3R	3445333	3447298	+	449	0	0
FBgn0037513	FBtr0081780	3R	3462992	3465137	-	386	0	0
FBgn0037515	FBtr0081742	3R	3475168	3478327	+	391	0	0
FBgn0037516	FBtr0081779	3R	3485676	3486419	-	191	0	0
FBgn0042104	FBtr0273255	3R	3495576	3497957	-	418	0	0
FBgn0042102	FBtr0081777	3R	3498387	3500645	-	433	0	0
FBgn0042105	FBtr0113345	3R	3500695	3502443	-	409	0	0
FBgn0042103	FBtr0081775	3R	3502805	3504923	-	438	0	0
FBgn0037517	FBtr0081744	3R	3505381	3508143	+	469	0	0
FBgn0037518	FBtr0081745	3R	3508803	3511212	+	429	2	0
FBgn0042101	FBtr0114516	3R	3511931	3513645	-	410	0	0
FBgn0037519	FBtr0081773	3R	3514137	3518161	-	488	0	0
FBgn0037520	FBtr0081772	3R	3517449	3518689	-	358	0	0
FBgn0037521	FBtr0081771	3R	3520424	3524362	-	511	0	0
FBgn0051472	FBtr0081747	3R	3524908	3526228	+	246	0	0
FBgn0037525	FBtr0113203	3R	3571642	3600673	-	882	1	0
FBgn0037526	FBtr0081752	3R	3601041	3603249	+	594	1	1
FBgn0037529	FBtr0081766	3R	3603187	3616479	-	395	0	0
FBgn0260005	FBtr0081755	3R	3604968	3614991	+	986	0	0
FBgn0037530	FBtr0081765	3R	3617117	3621207	-	915	0	0
FBgn0024909	FBtr0081756	3R	3621173	3623592	+	479	0	0
FBgn0004901	FBtr0304705	3R	3623467	3625645	-	546	0	0
FBgn0014930	FBtr0081763	3R	3625972	3627189	-	153	0	0
FBgn0014931	FBtr0081757	3R	3627680	3630528	+	434	0	0
FBgn0037531	FBtr0304704	3R	3630562	3634192	-	945	0	0
FBgn0002542	FBtr0081758	3R	3634468	3638508	+	1061	0	0
FBgn0037533	FBtr0081824	3R	3687699	3690983	-	565	0	0
FBgn0010401	FBtr0300320	3R	3692166	3693013	+	153	0	0
FBgn0259974	FBtr0300322	3R	3692795	3693506	-	160	0	0
FBgn0037534	FBtr0081823	3R	3694995	3708784	-	329	0	0
FBgn0037535	FBtr0081783	3R	3712780	3713822	+	221	0	0
FBgn0260723	FBtr0301216	3R	3713544	3714213	-	95	0	0
FBgn0037536	FBtr0081784	3R	3714453	3718723	+	817	0	0
FBgn0037537	FBtr0290325	3R	3718936	3721116	-	349	0	0
FBgn0040524	FBtr0081821	3R	3721221	3722077	-	149	0	0
FBgn0037538	FBtr0081785	3R	3722383	3724033	+	415	0	0
FBgn0037539	FBtr0081820	3R	3723923	3726244	-	495	0	0
FBgn0037540	FBtr0081786	3R	3726870	3729703	+	721	0	0
FBgn0037541	FBtr0081818	3R	3729296	3744477	-	2165	0	0
FBgn0001255	FBtr0081819	3R	3741878	3744135	-	325	0	0
FBgn0037543	FBtr0081787	3R	3744522	3745823	+	276	0	0
FBgn0037544	FBtr0081816	3R	3745817	3746625	-	231	0	0
FBgn0010812	FBtr0081788	3R	3747006	3750353	+	947	0	0
FBgn0259113	FBtr0084115	3R	3815261	3820505	+	1488	0	0
FBgn0038894	FBtr0084113	3R	3820526	3821498	-	260	0	0
FBgn0011766	FBtr0084119	3R	3826823	3866745	+	805	0	0
FBgn0038892	FBtr0084122	3R	3915981	3917525	+	281	0	0
FBgn0002941	FBtr0084123	3R	3927620	3936308	+	659	0	0
FBgn0038891	FBtr0084124	3R	3953372	3954027	+	147	1	0
FBgn0038890	FBtr0110891	3R	3957656	3964477	-	1192	0	0
FBgn0004863	FBtr0084111	3R	3972730	3984739	-	339	0	0
FBgn0038889	FBtr0084109	3R	3997574	4002508	-	1489	0	0
FBgn0011278	FBtr0084091	3R	4038667	4043403	+	479	0	0
FBgn0008651	FBtr0084092	3R	4050812	4075441	+	372	0	0
FBgn0051438	FBtr0084090	3R	4075592	4076326	-	203	0	0
FBgn0038887	FBtr0113261	3R	4078843	4081985	-	753	0	0
FBgn0038886	FBtr0113260	3R	4083831	4087887	+	537	0	0
FBgn0004862	FBtr0084087	3R	4095355	4096916	-	382	0	0
FBgn0004110	FBtr0084086	3R	4103649	4106660	-	416	0	0
FBgn0002781	FBtr0084064	3R	4108531	4134555	+	603	0	0
FBgn0261844	FBtr0303409	3R	4116739	4117687	-	164	0	0
FBgn0261842	FBtr0303406	3R	4117775	4120561	-	76	0	0
FBgn0038881	FBtr0084095	3R	4136751	4165877	+	1108	0	0
FBgn0038880	FBtr0301815	3R	4187924	4205276	+	758	0	0
FBgn0038879	FBtr0084056	3R	4197836	4198702	-	95	0	0
FBgn0038877	FBtr0084102	3R	4208034	4210766	+	319	0	0
FBgn0038876	FBtr0084055	3R	4210441	4211710	-	256	0	0
FBgn0043012	FBtr0084103	3R	4211772	4212640	+	142	0	0
FBgn0016700	FBtr0084104	3R	4212555	4215762	+	205	0	0
FBgn0038874	FBtr0084054	3R	4216477	4234327	-	471	0	0
FBgn0038873	FBtr0084052	3R	4236966	4239756	-	742	0	0
FBgn0000527	FBtr0084106	3R	4245685	4253044	+	879	0	0
FBgn0038872	FBtr0084051	3R	4253383	4259213	-	1251	0	0
FBgn0038871	FBtr0084107	3R	4259361	4260131	+	204	0	0
FBgn0038870	FBtr0084050	3R	4260102	4263868	-	1019	0	0
FBgn0038869	FBtr0084108	3R	4264164	4265682	+	393	0	0
FBgn0038868	FBtr0084049	3R	4269012	4270233	-	309	0	0
FBgn0260004	FBtr0084027	3R	4316449	4319155	+	551	0	0
FBgn0038866	FBtr0084026	3R	4319573	4320860	-	428	0	0
FBgn0038865	FBtr0084028	3R	4323578	4325419	+	554	0	0
FBgn0250820	FBtr0113259	3R	4335802	4337946	-	338	0	0
FBgn0038862	FBtr0084016	3R	4338001	4341963	-	896	0	0
FBgn0038861	FBtr0084029	3R	4342405	4343570	+	320	0	1
FBgn0038860	FBtr0084015	3R	4343608	4346194	-	684	0	0
FBgn0038858	FBtr0304806	3R	4346782	4348881	-	228	0	0
FBgn0023423	FBtr0084032	3R	4348973	4357741	+	510	0	0
FBgn0038857	FBtr0084033	3R	4358151	4359144	+	286	0	0
FBgn0010770	FBtr0084012	3R	4359106	4361023	-	460	0	0
FBgn0015790	FBtr0084010	3R	4360842	4365585	-	214	0	0
FBgn0028468	FBtr0084009	3R	4366225	4368607	-	477	0	0
FBgn0038856	FBtr0084034	3R	4369102	4371875	+	766	0	0
FBgn0038855	FBtr0084008	3R	4371983	4374927	-	546	0	0
FBgn0038854	FBtr0084035	3R	4375423	4378965	+	974	0	0
FBgn0038853	FBtr0084036	3R	4379310	4393928	+	1330	0	0
FBgn0011672	FBtr0301477	3R	4416664	4426096	+	596	0	0
FBgn0038850	FBtr0300816	3R	4426566	4427474	+	234	1	0
FBgn0038849	FBtr0084043	3R	4428770	4429825	+	255	0	0
FBgn0051207	FBtr0084044	3R	4430566	4431544	+	258	0	0
FBgn0051189	FBtr0300817	3R	4431760	4432669	+	258	0	0
FBgn0038847	FBtr0084003	3R	4432715	4433521	-	229	1	0
FBgn0013812	FBtr0273236	3R	4435200	4452677	+	4486	0	0
FBgn0046763	FBtr0084047	3R	4453548	4456675	+	80	0	0
FBgn0026056	FBtr0084002	3R	4456957	4460025	-	625	0	0
FBgn0038846	FBtr0084001	3R	4460580	4461623	-	133	0	0
FBgn0013995	FBtr0083998	3R	4463079	4499971	-	950	0	0
FBgn0038845	FBtr0084048	3R	4470542	4472326	+	522	0	0
FBgn0002921	FBtr0089510	3R	4502923	4529639	-	1041	0	0
FBgn0051191	FBtr0302412	3R	4533416	4571753	+	496	2	0
FBgn0038842	FBtr0113257	3R	4551199	4566268	-	445	0	0
FBgn0038840	FBtr0110956	3R	4572633	4578839	-	956	0	0
FBgn0044810	FBtr0083985	3R	4575359	4575960	+	142	0	1
FBgn0038839	FBtr0083986	3R	4583618	4586514	+	228	0	0
FBgn0044809	FBtr0083974	3R	4602592	4603295	-	147	0	0
FBgn0038838	FBtr0083973	3R	4606468	4607036	-	138	0	0
FBgn0028396	FBtr0083971	3R	4612431	4613087	-	129	0	0
FBgn0038837	FBtr0083987	3R	4618440	4624556	+	853	0	0
FBgn0259215	FBtr0336970	3R	4624791	4628244	+	869	0	0
FBgn0038834	FBtr0083969	3R	4628632	4629516	-	132	0	0
FBgn0038833	FBtr0083968	3R	4632531	4633069	-	179	1	0
FBgn0038832	FBtr0083967	3R	4635113	4637934	-	725	0	0
FBgn0053094	FBtr0083966	3R	4639780	4647068	-	494	0	0
FBgn0051223	FBtr0083965	3R	4647664	4648939	-	328	0	0
FBgn0027493	FBtr0083991	3R	4649425	4655408	+	447	0	0
FBgn0038830	FBtr0083992	3R	4656287	4657234	+	149	0	0
FBgn0019936	FBtr0083964	3R	4657183	4658361	-	120	0	0
FBgn0038829	FBtr0083993	3R	4658677	4661417	+	281	0	0
FBgn0038828	FBtr0083994	3R	4661618	4664195	+	169	0	0
FBgn0038827	FBtr0083995	3R	4664447	4669835	+	1478	0	0
FBgn0051195	FBtr0302188	3R	4718382	4723571	+	807	0	0
FBgn0259222	FBtr0299771	3R	4724183	4740531	-	733	0	0
FBgn0017557	FBtr0083928	3R	4731738	4732620	+	249	0	0
FBgn0051200	FBtr0083929	3R	4735415	4736481	+	284	0	0
FBgn0051199	FBtr0083930	3R	4736854	4737924	+	293	0	0
FBgn0038821	FBtr0083931	3R	4742000	4743237	+	300	0	0
FBgn0004107	FBtr0300447	3R	4743064	4744996	-	314	0	0
FBgn0024944	FBtr0083932	3R	4766705	4792079	+	645	0	0
FBgn0038820	FBtr0083935	3R	4803791	4804968	+	263	1	3
FBgn0038819	FBtr0083919	3R	4808397	4811549	-	381	0	0
FBgn0038818	FBtr0083937	3R	4821619	4828735	+	1040	0	0
FBgn0028422	FBtr0083938	3R	4828851	4832721	+	902	0	0
FBgn0051201	FBtr0110837	3R	4832597	4837077	+	897	0	0
FBgn0038816	FBtr0112788	3R	4837096	4845051	-	2445	0	0
FBgn0015279	FBtr0083940	3R	4846527	4852267	+	1088	0	0
FBgn0001169	FBtr0083914	3R	4852344	4859361	-	1077	0	0
FBgn0038815	FBtr0083913	3R	4860042	4863408	-	594	0	0
FBgn0038814	FBtr0113254	3R	4864401	4870047	+	967	0	0
FBgn0023097	FBtr0083912	3R	4868755	4888263	-	1133	1	1
FBgn0038811	FBtr0302323	3R	4888604	4890254	+	442	0	0
FBgn0038810	FBtr0083911	3R	4890237	4892564	-	650	0	0
FBgn0014029	FBtr0083945	3R	4892921	4895129	+	419	0	0
FBgn0038809	FBtr0300803	3R	4895420	4899510	+	573	0	0
FBgn0054008	FBtr0100063	3R	4899749	4900590	+	212	0	0
FBgn0038808	FBtr0273271	3R	4900508	4901148	-	109	0	0
FBgn0023212	FBtr0083947	3R	4901400	4903083	+	118	0	0
FBgn0038806	FBtr0083909	3R	4903174	4904309	-	279	0	0
FBgn0038805	FBtr0083949	3R	4904297	4905935	+	284	0	0
FBgn0038803	FBtr0083905	3R	4908376	4920342	-	552	0	0
FBgn0038804	FBtr0083950	3R	4917156	4918711	+	441	0	0
FBgn0040575	FBtr0083951	3R	4921074	4921479	+	67	0	0
FBgn0043457	FBtr0083903	3R	4921423	4923254	-	411	0	0
FBgn0067783	FBtr0089480	3R	4923501	4928792	+	365	0	0
FBgn0067782	FBtr0090034	3R	4926752	4928511	+	197	0	0
FBgn0016917	FBtr0089486	3R	4928868	4944975	+	761	0	0
FBgn0053192	FBtr0083902	3R	4945373	4945647	-	31	0	0
FBgn0262146	FBtr0304129	3R	4945965	4946369	+	41	0	0
FBgn0038799	FBtr0083889	3R	4965873	4970756	+	502	0	0
FBgn0038798	FBtr0083887	3R	4971193	4972598	-	408	0	0
FBgn0002869	FBtr0083890	3R	4973744	4974106	+	43	0	0
FBgn0038797	FBtr0083891	3R	4975432	4977284	+	304	0	0
FBgn0038796	FBtr0083885	3R	5069266	5070222	-	273	0	0
FBgn0038795	FBtr0083894	3R	5070656	5071884	+	364	0	0
FBgn0261342	FBtr0302264	3R	5078366	5099782	+	922	0	0
FBgn0038790	FBtr0083884	3R	5118230	5118551	-	43	0	0
FBgn0038789	FBtr0113253	3R	5135509	5140112	-	602	1	1
FBgn0038788	FBtr0083882	3R	5148937	5150508	-	355	0	0
FBgn0038787	FBtr0083899	3R	5150966	5154663	+	556	0	0
FBgn0261550	FBtr0302670	3R	5154728	5169237	-	958	0	0
FBgn0038784	FBtr0083900	3R	5170895	5172230	+	233	0	0
FBgn0038783	FBtr0083901	3R	5175292	5176163	+	219	0	0
FBgn0038775	FBtr0083874	3R	5262816	5264403	+	461	2	0
FBgn0038774	FBtr0083866	3R	5297841	5303341	-	169	0	0
FBgn0045471	FBtr0083865	3R	5341257	5342468	-	386	1	0
FBgn0038773	FBtr0083864	3R	5346395	5348417	-	676	1	0
FBgn0003249	FBtr0083876	3R	5375294	5376695	+	383	0	1
FBgn0038771	FBtr0083836	3R	5399043	5402374	+	330	0	0
FBgn0038772	FBtr0083835	3R	5399529	5401036	-	357	0	0
FBgn0038769	FBtr0083839	3R	5423029	5425260	+	540	0	0
FBgn0038768	FBtr0083831	3R	5424810	5427305	-	521	0	0
FBgn0038767	FBtr0083840	3R	5427781	5429541	+	439	0	0
FBgn0038766	FBtr0083830	3R	5429577	5431038	-	319	0	0
FBgn0038765	FBtr0083841	3R	5431068	5432564	+	345	0	0
FBgn0243511	FBtr0083829	3R	5432565	5437409	-	948	0	0
FBgn0038763	FBtr0083842	3R	5437852	5440604	+	386	0	0
FBgn0038762	FBtr0273259	3R	5440924	5445299	-	1224	6	0
FBgn0051210	FBtr0083844	3R	5441868	5444371	+	130	0	1
FBgn0038761	FBtr0083845	3R	5446562	5447387	+	241	0	0
FBgn0038760	FBtr0083825	3R	5447460	5450157	-	863	0	0
FBgn0051213	FBtr0083824	3R	5479955	5485465	-	1491	0	0
FBgn0038756	FBtr0083823	3R	5509955	5510393	-	86	0	0
FBgn0021776	FBtr0083847	3R	5523822	5527149	+	829	0	0
FBgn0038753	FBtr0083849	3R	5530397	5532515	+	632	0	0
FBgn0038752	FBtr0083850	3R	5535007	5537169	+	573	0	0
FBgn0038751	FBtr0083822	3R	5538381	5540323	-	490	0	0
FBgn0038750	FBtr0083851	3R	5541027	5542992	+	577	0	0
FBgn0038747	FBtr0083821	3R	5545128	5553715	-	740	0	0
FBgn0038746	FBtr0083854	3R	5553974	5555656	+	324	0	0
FBgn0038745	FBtr0083856	3R	5555156	5560018	+	673	0	0
FBgn0038744	FBtr0301117	3R	5560245	5567602	-	888	0	0
FBgn0002940	FBtr0083857	3R	5570523	5572953	+	373	0	0
FBgn0014006	FBtr0300256	3R	5572739	5578990	-	1363	0	0
FBgn0038742	FBtr0083817	3R	5579360	5580881	-	405	0	0
FBgn0038741	FBtr0083858	3R	5581202	5582566	+	381	1	0
FBgn0038740	FBtr0083859	3R	5583465	5591375	+	1362	0	0
FBgn0038739	FBtr0083816	3R	5591640	5594031	-	181	0	0
FBgn0038738	FBtr0083861	3R	5594067	5595942	+	482	0	0
FBgn0261984	FBtr0113248	3R	5597206	5603998	+	1074	0	0
FBgn0051459	FBtr0083812	3R	5616170	5617350	-	246	0	0
FBgn0038734	FBtr0083791	3R	5672759	5674765	-	539	0	0
FBgn0038733	FBtr0083790	3R	5675140	5677001	-	538	0	0
FBgn0038732	FBtr0083789	3R	5677501	5679435	-	542	0	0
FBgn0038730	FBtr0083798	3R	5681119	5683607	+	537	0	0
FBgn0038731	FBtr0083797	3R	5681119	5682895	+	546	1	0
FBgn0085315	FBtr0112482	3R	5732656	5733223	+	88	0	0
FBgn0051216	FBtr0083786	3R	5741639	5768846	-	357	0	0
FBgn0038727	FBtr0301213	3R	5769466	5775218	-	721	0	0
FBgn0038725	FBtr0290269	3R	5782770	5788378	+	989	0	0
FBgn0038723	FBtr0083803	3R	5792414	5793964	+	363	0	0
FBgn0038722	FBtr0083781	3R	5793987	5795865	-	546	0	0
FBgn0026753	FBtr0083804	3R	5796492	5797622	+	117	0	0
FBgn0038721	FBtr0302492	3R	5798154	5807535	+	1099	0	0
FBgn0083974	FBtr0110954	3R	5805039	5805979	-	195	0	0
FBgn0038720	FBtr0083810	3R	5808203	5824685	+	585	0	0
FBgn0038719	FBtr0083780	3R	5824907	5827304	-	545	0	0
FBgn0038718	FBtr0083779	3R	5828253	5830465	-	538	0	0
FBgn0038717	FBtr0273217	3R	5831374	5833404	-	533	0	1
FBgn0038716	FBtr0304745	3R	5834164	5837295	-	540	0	0
FBgn0038715	FBtr0114553	3R	5838031	5840006	-	541	0	0
FBgn0038714	FBtr0083811	3R	5841713	5843117	+	245	0	0
FBgn0038709	FBtr0083768	3R	5949541	5951089	+	343	0	0
FBgn0038708	FBtr0083769	3R	5978413	5979600	+	342	0	0
FBgn0038706	FBtr0083770	3R	6007261	6008707	+	382	0	0
FBgn0038705	FBtr0113247	3R	6021043	6023111	-	379	0	0
FBgn0038704	FBtr0083760	3R	6027754	6030161	-	662	6	0
FBgn0051244	FBtr0083772	3R	6035032	6036170	+	321	0	0
FBgn0038702	FBtr0083757	3R	6038480	6040474	-	547	0	1
FBgn0038701	FBtr0083756	3R	6041730	6047276	-	480	0	0
FBgn0038700	FBtr0083755	3R	6047669	6049684	-	473	0	0
FBgn0051245	FBtr0083773	3R	6060265	6061291	+	237	0	0
FBgn0051404	FBtr0083774	3R	6061454	6062469	+	274	0	0
FBgn0038697	FBtr0083775	3R	6062864	6063858	+	253	0	0
FBgn0000463	FBtr0083739	3R	6111503	6134711	+	833	0	0
FBgn0038695	FBtr0083738	3R	6177078	6179722	-	555	0	0
FBgn0038694	FBtr0083741	3R	6188668	6189716	+	215	0	0
FBgn0038693	FBtr0301693	3R	6190643	6206112	+	3028	0	0
FBgn0038692	FBtr0083737	3R	6206043	6207387	-	368	0	0
FBgn0038691	FBtr0083743	3R	6207596	6208682	+	311	0	0
FBgn0038690	FBtr0083744	3R	6208718	6209915	+	353	0	0
FBgn0262468	FBtr0083745	3R	6210228	6219053	+	272	0	0
FBgn0025680	FBtr0083736	3R	6221365	6224638	-	542	0	0
FBgn0051475	FBtr0083735	3R	6235791	6251913	-	418	0	0
FBgn0038686	FBtr0083746	3R	6252263	6254473	+	555	0	0
FBgn0038685	FBtr0083734	3R	6254604	6255580	-	293	0	0
FBgn0010768	FBtr0083733	3R	6262019	6268490	-	535	0	0
FBgn0259704	FBtr0299957	3R	6270249	6272417	+	433	0	0
FBgn0259705	FBtr0299958	3R	6270249	6271264	+	132	0	0
FBgn0002962	FBtr0083732	3R	6272314	6275296	-	401	0	0
FBgn0038683	FBtr0083749	3R	6272612	6278513	+	459	0	0
FBgn0038682	FBtr0083751	3R	6278918	6283930	+	237	0	0
FBgn0261285	FBtr0083752	3R	6284626	6291545	+	313	0	0
FBgn0038681	FBtr0083731	3R	6293653	6295615	-	536	0	0
FBgn0038680	FBtr0083730	3R	6296069	6298290	-	536	0	0
FBgn0038679	FBtr0083729	3R	6298819	6335034	-	1784	0	0
FBgn0016120	FBtr0083728	3R	6336419	6337491	-	178	0	0
FBgn0038678	FBtr0083754	3R	6337561	6338078	+	107	0	0
FBgn0038676	FBtr0273301	3R	6387860	6392574	-	1555	0	0
FBgn0038675	FBtr0083714	3R	6399578	6400495	-	213	0	0
FBgn0027784	FBtr0083717	3R	6400769	6402046	+	340	0	0
FBgn0015781	FBtr0083713	3R	6401862	6403078	-	280	0	0
FBgn0260779	FBtr0083718	3R	6403177	6405910	+	508	0	0
FBgn0027785	FBtr0083712	3R	6403998	6404662	-	150	0	0
FBgn0038674	FBtr0083711	3R	6405879	6406954	-	297	0	0
FBgn0038673	FBtr0083710	3R	6407186	6407948	-	200	0	0
FBgn0038672	FBtr0083719	3R	6408070	6409374	+	324	0	0
FBgn0026239	FBtr0112924	3R	6409552	6447815	-	2039	1	0
FBgn0261792	FBtr0083720	3R	6448198	6448882	+	145	0	0
FBgn0022338	FBtr0083707	3R	6449029	6450406	-	250	0	0
FBgn0038666	FBtr0304690	3R	6450482	6452819	+	509	0	0
FBgn0038665	FBtr0304691	3R	6452986	6453496	+	112	0	0
FBgn0038662	FBtr0083723	3R	6502563	6504117	+	107	0	0
FBgn0261113	FBtr0083700	3R	6504367	6516411	-	668	0	0
FBgn0038660	FBtr0083724	3R	6518521	6520581	+	524	0	0
FBgn0038659	FBtr0083699	3R	6521242	6524931	-	369	0	0
FBgn0038658	FBtr0083725	3R	6525915	6526634	+	168	0	0
FBgn0038656	FBtr0083726	3R	6529436	6530017	+	139	0	0
FBgn0003248	FBtr0083697	3R	6530536	6532250	-	381	0	0
FBgn0038655	FBtr0083696	3R	6532331	6533537	-	250	0	0
FBgn0038654	FBtr0083695	3R	6554306	6555768	-	111	0	0
FBgn0038652	FBtr0301200	3R	6637114	6672510	+	681	0	0
FBgn0038651	FBtr0273382	3R	6672858	6681282	+	2455	0	0
FBgn0260399	FBtr0083674	3R	6681356	6685312	-	846	0	0
FBgn0038649	FBtr0083682	3R	6685614	6687579	+	494	0	0
FBgn0024329	FBtr0083684	3R	6688073	6698955	+	1571	0	0
FBgn0038647	FBtr0083673	3R	6698953	6699287	-	71	0	0
FBgn0000303	FBtr0089367	3R	6699634	6725833	-	721	0	0
FBgn0038646	FBtr0083685	3R	6703561	6704469	+	218	0	0
FBgn0015323	FBtr0083671	3R	6712583	6725904	-	578	0	0
FBgn0085311	FBtr0112478	3R	6735837	6736353	-	94	0	0
FBgn0038642	FBtr0083687	3R	6738864	6744065	+	950	4	0
FBgn0038640	FBtr0083667	3R	6751336	6753783	-	726	0	0
FBgn0038639	FBtr0083688	3R	6754115	6756932	+	592	0	0
FBgn0038638	FBtr0083665	3R	6756955	6762286	-	537	0	0
FBgn0051230	FBtr0083666	3R	6759540	6759950	-	59	0	0
FBgn0051231	FBtr0083662	3R	6763957	6766319	-	679	0	0
FBgn0261065	FBtr0083690	3R	6768165	6770571	+	684	0	0
FBgn0027841	FBtr0083660	3R	6770563	6772288	-	419	0	0
FBgn0051224	FBtr0083691	3R	6772445	6781600	+	1784	0	0
FBgn0038633	FBtr0083659	3R	6781583	6787053	-	1602	0	0
FBgn0038631	FBtr0083694	3R	6814132	6814870	+	145	0	0
FBgn0038630	FBtr0083636	3R	6841060	6842386	-	302	0	0
FBgn0038626	FBtr0083631	3R	6880288	6881700	-	283	0	0
FBgn0051122	FBtr0083653	3R	7038136	7044421	+	642	0	0
FBgn0038619	FBtr0083630	3R	7045021	7046013	-	213	0	0
FBgn0051232	FBtr0083625	3R	7046299	7054377	-	433	1	0
FBgn0038617	FBtr0083655	3R	7048325	7050655	+	487	0	0
FBgn0028670	FBtr0083657	3R	7052146	7060902	+	834	0	0
FBgn0038613	FBtr0083658	3R	7061399	7064368	+	844	0	0
FBgn0038611	FBtr0083580	3R	7069331	7073170	+	966	0	0
FBgn0038610	FBtr0083582	3R	7073123	7076096	+	336	0	0
FBgn0004618	FBtr0083584	3R	7081291	7086304	+	604	1	1
FBgn0038609	FBtr0083577	3R	7086346	7087604	-	358	0	0
FBgn0038608	FBtr0302307	3R	7087741	7089688	+	354	0	0
FBgn0038607	FBtr0083576	3R	7089654	7091970	-	604	0	0
FBgn0038606	FBtr0302308	3R	7092999	7121694	+	878	2	1
FBgn0038602	FBtr0083593	3R	7150682	7151343	+	204	0	0
FBgn0038601	FBtr0083594	3R	7151772	7153287	+	384	0	0
FBgn0024432	FBtr0083575	3R	7153492	7154317	-	111	0	0
FBgn0010877	FBtr0083595	3R	7154638	7164679	+	600	0	0
FBgn0038598	FBtr0083597	3R	7164758	7166929	+	494	0	0
FBgn0038597	FBtr0083574	3R	7166919	7169876	-	922	0	0
FBgn0038596	FBtr0083599	3R	7170017	7170564	+	108	0	0
FBgn0026250	FBtr0083573	3R	7171061	7178812	-	148	0	0
FBgn0038595	FBtr0083600	3R	7173991	7175339	+	334	0	0
FBgn0038593	FBtr0083601	3R	7179020	7182296	+	876	0	0
FBgn0038592	FBtr0083571	3R	7182308	7185698	-	475	0	0
FBgn0053520	FBtr0083603	3R	7198185	7200771	+	562	0	0
FBgn0038590	FBtr0083605	3R	7200885	7202116	+	379	0	0
FBgn0038589	FBtr0083569	3R	7202073	7202500	-	89	0	0
FBgn0020238	FBtr0083565	3R	7204936	7211077	-	262	0	0
FBgn0038588	FBtr0083606	3R	7211428	7214182	+	681	0	0
FBgn0011701	FBtr0083564	3R	7213998	7217335	-	612	0	0
FBgn0262559	FBtr0083563	3R	7224628	7226952	-	336	0	0
FBgn0038586	FBtr0083608	3R	7227290	7228452	+	233	0	0
FBgn0038585	FBtr0083562	3R	7228411	7229629	-	320	0	0
FBgn0038584	FBtr0083609	3R	7229674	7231820	+	560	0	0
FBgn0038582	FBtr0083561	3R	7231851	7232801	-	276	0	0
FBgn0038583	FBtr0083610	3R	7232627	7235204	+	568	0	0
FBgn0038581	FBtr0083560	3R	7235316	7237199	-	438	0	0
FBgn0028499	FBtr0083559	3R	7237968	7252571	-	708	0	0
FBgn0011481	FBtr0083612	3R	7253278	7260337	+	445	0	0
FBgn0038579	FBtr0083615	3R	7260858	7261584	+	135	0	0
FBgn0038578	FBtr0083558	3R	7261562	7263777	-	642	0	0
FBgn0038577	FBtr0083616	3R	7264168	7265026	+	247	0	0
FBgn0038576	FBtr0083557	3R	7264955	7267325	-	648	0	0
FBgn0038575	FBtr0083617	3R	7267123	7269168	+	450	0	0
FBgn0261532	FBtr0083619	3R	7269344	7273096	+	971	0	0
FBgn0042693	FBtr0083556	3R	7272796	7285408	-	984	2	2
FBgn0022943	FBtr0083551	3R	7287733	7288529	-	154	0	0
FBgn0038569	FBtr0083623	3R	7288800	7291499	+	676	0	0
FBgn0038568	FBtr0083547	3R	7293632	7294339	-	217	0	0
FBgn0038566	FBtr0083541	3R	7371784	7373128	-	448	0	0
FBgn0010389	FBtr0083548	3R	7399678	7407457	+	729	0	0
FBgn0038565	FBtr0083540	3R	7419943	7421587	-	455	0	0
FBgn0038564	FBtr0083539	3R	7421603	7423551	-	256	0	0
FBgn0000477	FBtr0083538	3R	7423966	7425767	-	366	0	0
FBgn0053547	FBtr0301555	3R	7533319	7566706	+	2908	1	0
FBgn0038558	FBtr0083519	3R	7534918	7535622	-	109	0	0
FBgn0038552	FBtr0083523	3R	7631180	7632925	+	446	0	0
FBgn0038551	FBtr0083524	3R	7633124	7634919	+	430	0	0
FBgn0038549	FBtr0083526	3R	7637118	7639131	+	439	0	0
FBgn0038548	FBtr0083527	3R	7639132	7640778	+	421	0	0
FBgn0038547	FBtr0083528	3R	7641035	7643349	+	587	0	1
FBgn0038546	FBtr0083529	3R	7643969	7645920	+	433	0	0
FBgn0038545	FBtr0305007	3R	7645979	7647222	-	169	0	0
FBgn0262562	FBtr0305011	3R	7647710	7673856	+	2519	0	0
FBgn0038542	FBtr0083532	3R	7684327	7690133	+	631	0	0
FBgn0038541	FBtr0083512	3R	7695433	7702386	-	586	0	0
FBgn0038540	FBtr0083511	3R	7707691	7708486	-	121	0	0
FBgn0016650	FBtr0083510	3R	7708930	7716617	-	831	0	0
